,title,url,lead_par,date,country,region
2419,"The Breakdown | Is turning Six Nations into Seven the solution to dilemma over Italy?",https://www.theguardian.com/sport/2022/feb/08/is-turning-six-nations-into-seven-the-solution-to-dilemma-over-italy,"A play-off final involving the winner of the Rugby Europe Championship could help to bring new fans to the sport",2022-02-08T13:11:53Z,Russia,None
2420,"UK to defy net zero targets with more oil and gas drilling",https://www.theguardian.com/environment/2022/apr/06/uk-more-oil-gas-drilling-north-sea-energy-security-strategy-kwasi-kwarteng-net-zero-targets,"Pressured by Tory right minister to announce gas-heavy energy strategy with little emphasis on insulation",2022-04-06T11:00:22Z,Russia,None
2421,"Biden accuses Vladimir Putin of committing genocide | First Thing",https://www.theguardian.com/us-news/2022/apr/13/first-thing-biden-accuses-putin-of-committing-genocide-in-ukraine,"US president says Russian leader ‘trying to wipe out the idea of even being Ukrainian’. Plus the first youth-led climate case to go to trial",2022-04-13T09:56:01Z,Russia,None
2422,"Turkey’s war with inflation: ‘Prices change daily and everyone is scared’",https://www.theguardian.com/business/2022/apr/16/turkeys-war-with-inflation-prices-change-daily-and-everyone-is-scared,"Erdoğan’s quixotic policies are putting pressure on prices but now fallout from Ukraine is pushing the country towards crisis",2022-04-16T15:00:03Z,Russia,None
2423,"House select committee may subpoena Ivanka Trump | First Thing",https://www.theguardian.com/us-news/2022/feb/17/first-thing-house-select-committee-considers-subpoenaing-ivanka-trump,"Move would mark a dramatic escalation in the Capitol attack inquiry. Plus the tech billionaires trying to reverse ageing",2022-02-17T11:23:00Z,Russia,None
2424,"Morning mail: Morrison says he was ‘standing up for women’ Australia to develop hypersonic weapons Kathy Lette’s regrets",https://www.theguardian.com/australia-news/2022/apr/06/morning-mail-morrison-says-he-was-standing-up-for-women-australia-to-develop-hypersonic-weapons-kathy-lettes-regrets,"Wednesday: PM defends his contentious captain’s picks. Plus: first homebuyers warned of possible interest rate rise",2022-04-05T21:01:50Z,Russia,None
2425,"Coalition boasts of tough line on China but documents reveal private fears on trade",https://www.theguardian.com/business/2022/feb/10/coalition-boasts-of-tough-line-on-china-but-documents-reveal-private-fears-on-trade,"Documents obtained under freedom of information show how worried Australian officials were over economic impact of Beijing’s actions",2022-02-09T16:30:01Z,Russia,None
2426,"Can bitcoin be sustainable? Inside the Norwegian mine that also dries wood",https://www.theguardian.com/technology/2022/feb/09/can-bitcoin-be-sustainable-inside-the-norwegian-mine-that-also-dries-wood,"Kryptovault’s operation is part of a fightback against criticism of the famously energy-intensive industry",2022-02-09T11:16:33Z,Russia,None
2427,"Morning mail: climate action ‘now or never’ says IPCC Biden urges Putin war crimes trial Liberal MP lashes out at Morrison",https://www.theguardian.com/australia-news/2022/apr/05/morning-mail-climate-action-now-or-never-says-ipcc-biden-urges-putin-war-crimes-trial-liberal-mp-lashes-out-at-morrison,"Tuesday: Greenhouse gas emissions must peak by 2025 say climate scientists in final warning. Plus: Catherine Cusack accuses the PM of ‘ruthless bullying’",2022-04-04T20:58:03Z,Russia,None
2428,"This thing of ours: why does The Godfather still ring true 50 years on?",https://www.theguardian.com/film/2022/mar/04/this-thing-of-ours-why-does-the-godfather-still-ring-true-50-years-on,"From Succession to the real-life drama of the Tory government the influence of Francis Ford Coppola’s mafia film is everywhere",2022-03-04T11:00:30Z,Russia,None
2429,"Pushing Buttons: what games can offer us in times of crisis",https://www.theguardian.com/games/2022/mar/01/pushing-buttons-video-games-ukraine-coronavirus,"In this week’s newsletter: in bleak moments games can satisfy our urge to take action and make things better",2022-03-01T12:45:13Z,Russia,None
2430,"Ketanji Brown Jackson confirmed as first Black woman on US supreme court – as it happened",https://www.theguardian.com/us-news/live/2022/apr/07/ketanji-brown-jackson-democrats-republicans-ukraine-us-politics-today-live,"Joe Biden’s nominee is confirmed by Senate in 53-47 vote",2022-04-07T20:44:05Z,Russia,None
2431,"Winter Olympics: highs lows heroes and villains of Beijing 2022",https://www.theguardian.com/sport/2022/feb/21/winter-olympics-highs-lows-heroes-villains-beijing-2022,"Our writers pick their best moments from Alexandra Trusova’s extraordinary rant to Erin Jackson’s groundbreaking gold ",2022-02-21T12:05:19Z,Russia,None
2432,"Channel 4 privatisation plans face Tory backlash – UK politics as it happened",https://www.theguardian.com/politics/live/2022/apr/05/channel-4-boris-johnson-conservatives-nadine-dorries-latest-updates-uk-politics-live,"This live blog is now closed. You can find our latest stories on Channel 4 below:",2022-04-05T17:06:38Z,Russia,None
2433,"The drone operators who halted Russian convoy headed for Kyiv",https://www.theguardian.com/world/2022/mar/28/the-drone-operators-who-halted-the-russian-armoured-vehicles-heading-for-kyiv,"Special IT force of 30 soldiers on quad bikes is vital part of Ukraine’s defence but forced to crowdfund for supplies",2022-03-28T04:00:44Z,Russia,None
2434,"The big idea: can forests teach us to live better?",https://www.theguardian.com/books/2022/mar/21/the-big-idea-can-forests-teach-us-to-live-better-trees-model-suzanne-simard,"Community family connection … how trees could be the model for a new way of being",2022-03-21T12:30:25Z,Russia,None
2435,"The Tories’ ‘tough on crime’ stance has only led to misery and death in prisons | Frances Ryan",https://www.theguardian.com/commentisfree/2022/feb/07/tories-tough-on-crime-death-prisons,"More prisoners are dying in England and Wales than ever – but the government is too busy posturing to do anything about it",2022-02-07T10:00:04Z,Russia,None
2436,"Kremlin says talk of Biden-Putin summit is ‘premature’ | First Thing",https://www.theguardian.com/us-news/2022/feb/21/first-thing-kremlin-says-talk-of-biden-putin-summit-is-premature,"Two leaders could meet if necessary but no concrete plans in place says spokesperson. Plus: meet the ‘millennial parent whisperer’",2022-02-21T11:14:10Z,Russia,None
2437,"Run and Hide by Pankaj Mishra review – a lyrical letter from the new India",https://www.theguardian.com/books/2022/feb/23/run-and-hide-by-pankaj-mishra-review-a-lyrical-letter-from-the-new-india,"The author’s first novel in 20 years explores the modern values of Modi’s India and the transnational lives of its influential elite",2022-02-23T07:30:31Z,Russia,None
2438,"First Thing: Thousands evacuated after US fertilizer plant fire ",https://www.theguardian.com/us-news/2022/feb/04/first-thing-thousands-evacuated-after-us-fertilizer-plant-fire,"About 6500 are under evacuation orders in North Carolina. Plus Mitski on being ‘consumed’",2022-02-04T12:22:53Z,Russia,None
2439,"Bale and Ramsey take on final World Cup mission of enthralling Wales era | Barney Ronay",https://www.theguardian.com/football/2022/mar/24/gareth-bale-aaron-ramsey-world-cup-2022-wales,"The two veterans remain the team’s outstanding dual threat as Wales aim to defy history against Austria in Cardiff",2022-03-24T08:00:54Z,Russia,None
2440,"First Thing: Thousands evacuated after US fertilizer plant fire ",https://www.theguardian.com/us-news/2022/feb/04/first-thing-thousands-evacuated-after-us-fertilizer-plant-fire,"About 6500 are under evacuation orders in North Carolina. Plus Mitski on being ‘consumed’",2022-02-04T12:22:53Z,Russia,None
2441,"Bale and Ramsey take on final World Cup mission of enthralling Wales era | Barney Ronay",https://www.theguardian.com/football/2022/mar/24/gareth-bale-aaron-ramsey-world-cup-2022-wales,"The two veterans remain the team’s outstanding dual threat as Wales aim to defy history against Austria in Cardiff",2022-03-24T08:00:54Z,Russia,None
2442,"You can’t erase history. But if you lived on Prince Andrew Way you might have a go | Marina Hyde",https://www.theguardian.com/commentisfree/2022/feb/18/erase-history-prince-andrew-oliver-dowden-war-on-woke,"Thanks to the Duke of York and Oliver Dowden’s preposterous war on woke the culture wars are now being fought in a street near you",2022-02-18T12:54:10Z,Russia,None
2443,"Digested week: coughs and sniffles purple vomit and daylight saving time",https://www.theguardian.com/world/2022/mar/18/digested-week-coughs-and-sniffles-purple-vomit-and-daylight-saving-time,"Back at school without masks for a week my children have already picked up some old familiar bugs",2022-03-18T13:57:49Z,Russia,None
2444,"The Prince Andrew affair has shown us how fragile the monarchy really is | Martin Kettle",https://www.theguardian.com/commentisfree/2022/feb/16/the-prince-andrew-affair-has-shown-us-how-fragile-the-monarchy-really-is,"This started as a scandal about one man’s behaviour. It could end up a story about the kind of country we choose to be",2022-02-16T17:32:46Z,Russia,None
2445,"Russian pledge to withdraw met with scepticism | First Thing",https://www.theguardian.com/us-news/2022/feb/16/first-thing-russian-pledge-to-withdraw-met-with-scepticism,"Experts have little faith in announcement and say there are no signs of de-escalation on Ukraine’s borders. Plus the ‘arrogance’ of Prince Andrew",2022-02-16T11:00:31Z,Russia,None
2446,"Trump and two eldest children must testify in fraud case | First Thing",https://www.theguardian.com/us-news/2022/feb/18/first-thing-trump-and-two-eldest-children-must-testify-in-case,"Former president has to testify within 21 days and hand over documents within a fortnight. Plus the answer to our productivity crisis?",2022-02-18T10:46:15Z,Russia,None
2447,"Unless we act escalating commodity prices will cause a decade of global turmoil | Rupert Russell",https://www.theguardian.com/commentisfree/2022/mar/19/commodity-prices-escalating-global-turmoil,"The Ukraine war is sending the cost of energy and food soaring across the world. Price controls may be the only way to stop a devastating chain reaction",2022-03-19T10:17:24Z,Russia,None
2448,"The Fiver | Everton Newcastle and no guarantees of success",https://www.theguardian.com/football/2022/mar/17/the-fiver-everton-newcastle,"Sign up now! Sign up now! Sign up now? Sign up now!",2022-03-17T16:38:20Z,Russia,None
2449,"The week in TV: Top Boy; Holding; WeCrashed; Ukraine: Should We Do More?",https://www.theguardian.com/tv-and-radio/2022/mar/20/the-week-in-tv-top-boy-holding-wecrashed-ukraine-should-we-do-more,"Ronan Bennett’s concrete western returns in style; there’s humour and pathos in an adaptation of Graham Norton’s novel; and a corporate downfall saga upends the American dream",2022-03-20T09:30:53Z,Russia,None
2450,"Politicising national security ‘not helpful’ Asio spy chief says as Scott Morrison ramps up attack",https://www.theguardian.com/australia-news/2022/feb/16/politicising-of-national-security-not-helpful-asio-spy-chief-says-as-scott-morrison-ramps-up-attack,"Prime minister labels Labor frontbencher a ‘Manchurian candidate’ as he continues partisan rhetoric on China",2022-02-16T09:46:53Z,Russia,None
2451,"Weak money laundering laws put Australia at risk of becoming a haven for Russian cash",https://www.theguardian.com/australia-news/2022/mar/13/weak-money-laundering-laws-put-australia-at-risk-of-becoming-a-haven-for-russian-cash,"Australia faces embarrassment of being placed on “grey list” of countries that don’t meet international anti-money laundering standards experts say",2022-03-12T19:00:09Z,Russia,None
2452,"Morning mail: food crisis warning over Ukraine war Australia’s soaring cost of living Covid lockdown in China",https://www.theguardian.com/australia-news/2022/mar/15/morning-mail-food-crisis-warning-over-ukraine-war-australias-soaring-cost-of-living-covid-lockdown-in-china,"Tuesday: The world is facing potential shortages as the Ukraine invasion threatens supplies of key staple crops. Plus: how we should be washing our clothes",2022-03-14T20:03:02Z,Russia,None
2453,"‘I cry every day’: in the stands with Ukrainians as Dynamo Kyiv play again",https://www.theguardian.com/football/2022/apr/13/in-the-stands-with-ukrainians-dynamo-kyiv-play-again-match-for-peace-russia,"Club started ‘match for peace’ series in Warsaw watched by thousands of refugees from Russia’s attack on their homeland",2022-04-13T12:10:26Z,Russia,None
2454,"Tuesday briefing: Zelenskiy warns of ‘new stage of terror’",https://www.theguardian.com/world/2022/apr/12/tuesday-briefing-zelenskiy-warns-of-new-stage-of-terror,"Ukraine president raises prospect of chemical weapons use … Tory MP’s criticism of Khan verdict sparks anger … time for a nice bathe in the Thames",2022-04-12T05:20:30Z,Russia,None
2455,"Hertha Berlin slump again and are left staring into Bundesliga void | Andy Brassell",https://www.theguardian.com/football/2022/mar/07/hertha-berlin-slump-again-staring-into-bundesliga-void,"Hertha are lost in a tangle of their own making and there doesn’t seem to be the energy to find a solution",2022-03-07T12:46:49Z,Russia,None
2456,"The Fiver | Roman Abramovich plans his exit from Chelsea",https://www.theguardian.com/football/2022/mar/03/the-fiver-chelsea-roman-abramovich,"Sign up now! Sign up now! Sign up now? Sign up now!",2022-03-03T15:56:12Z,Russia,None
2457,"Zelenskiy warns of worse atrocities yet to be uncovered | First Thing",https://www.theguardian.com/us-news/2022/apr/05/first-thing-zelenskiy-warns-of-worse-atrocities-yet-to-be-uncovered-in-ukraine,"Ukraine’s president prepares to address UN security council but casts doubt on meeting Putin. Plus why it’s over for fossil fuels",2022-04-05T10:03:59Z,Russia,None
2458,"Mega mansion flop: hyped LA home sells for less than half its $500m asking price",https://www.theguardian.com/us-news/2022/mar/04/mega-mansion-los-angeles-real-estate,"The 100000 sq foot property features 21 bedrooms 42 full bathrooms a nightclub private movie theater … and a host of issues",2022-03-04T12:45:00Z,Russia,None
2459,"Biden’s State of the Union address: a perfect summation of his presidency | Moira Donegan",https://www.theguardian.com/commentisfree/2022/mar/02/biden-state-of-the-union-opinion,"The US president has good intentions with only halting sporadic uncreative and trepidatious efforts to actually enact them",2022-03-02T11:17:37Z,Russia,None
2460,"Hertha Berlin slump again and are left staring into Bundesliga void | Andy Brassell",https://www.theguardian.com/football/2022/mar/07/hertha-berlin-slump-again-staring-into-bundesliga-void,"Hertha are lost in a tangle of their own making and there doesn’t seem to be the energy to find a solution",2022-03-07T12:46:49Z,Russia,None
2461,"The Fiver | A thrilling final with 21 successful spot-kicks and a 12-yard field goal",https://www.theguardian.com/football/2022/feb/28/a-thrilling-final-with-21-successful-spot-kicks-and-a-12-yard-field-goal,"Sign up now! Sign up now! Sign up now? Sign up now!",2022-02-28T16:54:39Z,Russia,None
2462,"Mega mansion flop: hyped LA home sells for less than half its $500m asking price",https://www.theguardian.com/us-news/2022/mar/04/mega-mansion-los-angeles-real-estate,"The 100000 sq foot property features 21 bedrooms 42 full bathrooms a nightclub private movie theater … and a host of issues",2022-03-04T12:45:00Z,Russia,None
2463,"Dynamo Kyiv’s Mircea Lucescu: ‘My dream is to see Ukraine smile again’",https://www.theguardian.com/football/2022/mar/28/dynamo-kyivs-mircea-lucescu-my-dream-is-to-see-ukraine-smile-again,"Manager talks about the first morning of the war helping players get to Romania and his dream to lead his club again",2022-03-28T08:00:49Z,Russia,None
2464,"The Fiver | Cristiano Ronaldo having Atlético Madrid’s number and then some",https://www.theguardian.com/football/2022/feb/23/the-fiver-cristiano-ronaldo-atletico-madrid,"Sign up now! Sign up now! Sign up now? Sign up now!",2022-02-23T15:56:02Z,Russia,None
2465,"Bundesliga set for a relegation battle royale between some of its biggest clubs | Andy Brassell",https://www.theguardian.com/football/2022/feb/28/bundesliga-set-for-a-relegation-battle-royale-between-some-of-its-biggest-clubs,"We are in for a layered and intense relegation battle – with Stuttgart Hertha and Gladbach all in serious trouble ",2022-02-28T13:15:56Z,Russia,None
2466,"The Fiver | Antonio Conte and the full Spurs experience",https://www.theguardian.com/football/2022/feb/24/the-fiver-spurs-oh-spurs,"Sign up now! Sign up now! Sign up now? Sign up now!",2022-02-24T15:56:47Z,Russia,None
2467,"The Fiver | Uefa St Petersburg Gazprom and pointless bespoke tunnel carpeting",https://www.theguardian.com/football/2022/feb/22/the-fiver-big-cup-st-petersburg-russia,"Sign up now! Sign up now! Sign up now? Sign up now!",2022-02-22T15:56:12Z,Russia,None
2468,"Beijing 2022 Winter Olympics daily briefing: GB gold brings Games to a close",https://www.theguardian.com/sport/2022/feb/20/winter-olympics-beijing-2022-daily-briefing-17,"Women’s curling team win for Britain in Games that will be remembered more for another Russian scandal than the sport",2022-02-20T12:14:49Z,Russia,None
2469,"Morning mail: Australia welcomes international tourists ceasefire attempt for Ukraine Queen has Covid",https://www.theguardian.com/australia-news/2022/feb/21/morning-mail-australia-welcomes-international-tourists-ceasefire-attempt-for-ukraine-queen-has-covid,"Monday: Vaccinated international travellers to arrive as Australia reopens border for first time in nearly two years. Plus: the fall of Prince Andrew",2022-02-20T19:56:18Z,Russia,None
2470,"The Fiver | Uefa St Petersburg Gazprom and pointless bespoke tunnel carpeting",https://www.theguardian.com/football/2022/feb/22/the-fiver-big-cup-st-petersburg-russia,"Sign up now! Sign up now! Sign up now? Sign up now!",2022-02-22T15:56:12Z,Russia,None
2471,"How to eat: coleslaw",https://www.theguardian.com/food/2022/feb/18/how-to-eat-coleslaw,"This month we dive into a European salad that went global after the Americans added mayo. But why is cheese a no-no? And should you be punished for popping in pineapple?",2022-02-18T12:00:04Z,Russia,None
2472,"Which footballers have names made from acceptable Wordle answers? | The Knowledge",https://www.theguardian.com/football/2022/feb/16/the-knowledge-wordle-answers-long-distance-loans,"Plus: long-distance loans another cracker of the late-comeback-and-win genre and winning with seven men",2022-02-16T08:00:09Z,Russia,None
2473,"Morning mail: Nato says no signs of Russian de-escalation tax cuts would ‘favour men’ Sydney shark attack",https://www.theguardian.com/australia-news/2022/feb/17/morning-mail-nato-says-no-signs-of-russian-de-escalation-tax-cuts-would-favour-men-sydney-shark-attack,"Thursday: Secretary general of military alliance contradicts Vladimir Putin’s claim of a partial withdrawal of troops from Ukraine’s border. Plus: sadness as Bob Hawke’s watering hole set to close",2022-02-16T19:49:48Z,Russia,None
2474,"Why is the White House stealing $7bn from Afghans? | Moustafa Bayoumi",https://www.theguardian.com/commentisfree/2022/feb/16/afghanistan-money-biden-white-hosue-us,"To take Afghan money to pay grieving Americans in order to punish the Taliban is nothing less than larceny as collective punishment",2022-02-16T14:30:09Z,Russia,None
2475,"Lebedev criticises Labour as MPs debate releasing security advice behind peerage – as it happened",https://www.theguardian.com/politics/live/2022/mar/29/boris-johnson-partygate-fines-covid-party-met-police-latest-updates,"This live blog is now closed. You can find our latest politics stories below:",2022-03-29T18:04:19Z,Russia,None
2476,"‘It’s not 2018’: Matthew Guy learns to open up and unite his party",https://www.theguardian.com/australia-news/2022/mar/15/its-not-2018-matthew-guy-learns-to-open-up-and-unite-his-party,"Exclusive: War in Ukraine prompted Victoria’s opposition leader to speak from the heart. His colleagues are hoping to see more of it",2022-03-14T16:30:28Z,Russia,None
2477,"Beijing 2022 Winter Olympics daily briefing: Gu wins big as Canada rock US",https://www.theguardian.com/sport/2022/feb/08/winter-olympics-beijing-2022-daily-briefing-five,"Freeski Big Air gold goes to US-born Chinese athlete as 4-2 victory means Canada win Group A",2022-02-08T12:12:07Z,Russia,None
2478,"Nigel Farage’s hard-right faction won Brexit. Now net zero is in its sights | John Harris",https://www.theguardian.com/commentisfree/2022/mar/13/nigel-farage-hard-right-faction-brexit-net-zero-tory,"A small group of rightwing MPs are jangling Tory nerves and using questions about living costs to undermine climate action",2022-03-13T12:53:54Z,Russia,None
2479,"‘It’s not 2018’: Matthew Guy learns to open up and unite his party",https://www.theguardian.com/australia-news/2022/mar/15/its-not-2018-matthew-guy-learns-to-open-up-and-unite-his-party,"Exclusive: War in Ukraine prompted Victoria’s opposition leader to speak from the heart. His colleagues are hoping to see more of it",2022-03-14T16:30:28Z,Russia,None
2480,"Beijing 2022 Winter Olympics daily briefing: a day of records and firsts",https://www.theguardian.com/sport/2022/feb/06/winter-olympics-beijing-2022-daily-briefing-day-three,"A first ever gold for New Zealand as records tumble in both the speed skating and figure skating",2022-02-06T11:45:24Z,Russia,None
2481,"Morning mail: countdown to border opening Coalition sits on major care report Oscar nominations ",https://www.theguardian.com/australia-news/2022/feb/09/morning-mail-countdown-to-border-opening-coalition-sits-on-major-care-report-oscar-nominations,"Wednesday: families are counting down until Australian borders reopen on 21 February. Plus: The Power of the Dog leads Oscar nominations",2022-02-08T19:50:55Z,Russia,None
2482,"What would following Australia’s ‘leadership’ on the climate crisis actually look like? | Temperature Check",https://www.theguardian.com/environment/2022/apr/07/what-would-following-australias-leadership-on-the-climate-crisis-actually-look-like,"The Morrison government touts their climate credentials but analysts say following Australia’s path would see 3C or more of global heating",2022-04-07T01:47:18Z,Russia,None
2483,"Beijing 2022 Winter Olympics daily briefing: Swiss skiing glory and Valieva’s quad",https://www.theguardian.com/sport/2022/feb/07/winter-olympics-beijing-2022-daily-briefing-day-four,"Beat Feuz wins the men’s downhill as Kamila Valieva lands first ever Olympic quadruple jumps for a female figure skater",2022-02-07T11:55:11Z,Russia,None
2484,"Alexander Zeldin: ‘We need to find a way to talk about things we don’t want to see’",https://www.theguardian.com/stage/2022/feb/04/alexander-zeldin-we-need-to-find-a-way-to-talk-about-things-we-dont-want-to-see,"The playwright found acclaim with works about the devastation caused by austerity. He returns with a drama exploring the realities of ageing",2022-02-04T17:00:32Z,Russia,None
2485,"Joe Biden has the weight of the world on his shoulders | Marilynne Robinson",https://www.theguardian.com/commentisfree/2022/feb/21/joe-biden-weight-of-world-on-shoulders,"The tasks before Biden are vast and the dangers great. He must hold steady and persevere ",2022-02-21T11:24:04Z,Russia,None
2486,"Digested week: welcome home Nazanin to a nation that’s lost its marbles | Zoe Williams",https://www.theguardian.com/uk-news/2022/mar/25/digested-week-welcome-home-nazanin-to-a-nation-thats-lost-its-marbles,"To thank or not to thank Truss (not) bragging about blood and breaking the omertà over Sunak’s wealth ",2022-03-25T12:38:58Z,Russia,None
2487,"Morning mail: NSW train chaos continues Putin recognises breakaway Ukraine regions amputee experience",https://www.theguardian.com/australia-news/2022/feb/22/morning-mail-nsw-train-chaos-continues-putin-recognises-breakaway-ukraine-regions-amputee-experience,"Tuesday: Sydney’s trains to return with limited services amid ongoing industrial action dispute. Plus: machetes and divvy vans at Painters and Dockers’ worst gig",2022-02-21T19:56:37Z,Russia,None
2488,"Beijing 2022 Winter Olympics daily briefing: Norway add to medal haul",https://www.theguardian.com/sport/2022/feb/16/winter-olympics-beijing-2022-daily-briefing-13,"Norway are sitting pretty at the top of the medal table while it was a mixed day for American hopes",2022-02-16T12:17:04Z,Russia,None
2489,"Monday briefing: It’s Macron v Le Pen",https://www.theguardian.com/world/2022/apr/11/monday-briefing-its-macron-v-le-pen,"French presidential election heads into second round amid calls for tactical voting to keep out Le Pen … Sunak refers himself for investigation … where did all the bugs go?",2022-04-11T05:15:40Z,Russia,None
2490,"Beijing 2022 Winter Olympics daily briefing: Gisin gold Smith’s F-bomb",https://www.theguardian.com/sport/2022/feb/17/winter-olympics-beijing-2022-daily-briefing-14,"Switzerland’s Michelle Gisin retains her combined skiing title as compatriot Fanny Smith is denied by video review in ski cross",2022-02-17T11:50:20Z,Russia,None
2491,"Morning mail: trans-Tasman reunion joy Russian ‘false-flag’ fears Kamila Valieva clearance row",https://www.theguardian.com/australia-news/2022/feb/15/morning-mail-trans-tasman-reunion-joy-russian-false-flag-fears-kamila-valieva-clearance-row,"Tuesday: New Zealand and Australia to open borders by end of February. Plus: how to keep your hats clean",2022-02-14T19:47:20Z,Russia,None
2492,"NSW death toll rises to five; more ‘high impact’ storms forecast for Queensland – as it happened",https://www.theguardian.com/australia-news/live/2022/mar/02/australia-news-updates-floods-rain-weather-nsw-qld-lismore-sydney-scott-morrison-covid-coronavirus-omicron,"NSW flood death toll rises to five; evacuation order for North Richmond area downstream of Redbank dam; Queensland premier warns ‘high-impact’ storms could lead to more flash flooding; Warragamba Dam spills; Ballina mayor calls for ‘desperate help’; drivers still stranded on M1; at least 59 Covid-related deaths recorded. This blog is now closed",2022-03-02T09:20:55Z,Russia,None
2493,"Beijing 2022 Winter Olympics daily briefing: real snow causes chaos",https://www.theguardian.com/sport/2022/feb/13/winter-olympics-beijing-2022-daily-briefing-ten,"Freestyle skiing women’s downhill giant slalom and the cross-country skiing all disrupted or cancelled by blizzard conditions",2022-02-13T12:09:29Z,Russia,None
2494,"Barcelona and Rangers progress in Europa League – as it happened",https://www.theguardian.com/football/live/2022/feb/24/europa-league-and-europa-conference-league-clockwatch-live,"Rangers knocked Borussia Dortmund out of the Europa League while Barcelona and Leicester also progressed on a busy night of Uefa-approved action ",2022-02-24T22:14:57Z,Russia,None
2495,"Macron claims Putin gave him personal assurances on Ukraine | First Thing",https://www.theguardian.com/us-news/2022/feb/09/first-thing-macron-putin-personal-assurances-ukraine,"French president’s statement that Russian leader vowed not to escalate crisis met with scepticism in Kyiv. Plus A-ha moments could trigger fast climate action",2022-02-09T11:17:40Z,Russia,None
2496,"Barcelona and Rangers progress in Europa League – as it happened",https://www.theguardian.com/football/live/2022/feb/24/europa-league-and-europa-conference-league-clockwatch-live,"Rangers knocked Borussia Dortmund out of the Europa League while Barcelona and Leicester also progressed on a busy night of Uefa-approved action ",2022-02-24T22:14:57Z,Russia,None
2497,"Wednesday briefing: fresh headache for PM over No 10 ‘prosecco’ party",https://www.theguardian.com/world/2022/feb/02/wednesday-briefing-johnson-party,"Boris Johnson spoke at leaving do during January 2021 lockdown … urgent call to tackle ‘fraud epidemic’ … downside of the sex-positivity revolution",2022-02-02T06:17:08Z,Russia,None
2498,"How Ernest Shackleton’s icy adventure was frozen in time",https://www.theguardian.com/science/2022/feb/06/how-ernest-shackletons-icy-adventure-was-frozen-in-time-antarctica,"An exhibition of vivid photographs and a restored documentary give fresh insight into the Antarctic explorer who died a century ago",2022-02-06T12:00:25Z,Russia,None
2499,"UK wage squeeze continues; US inflation jumps to 40-year high of 8.5% – as it happened",https://www.theguardian.com/business/live/2022/apr/12/uk-jobless-rate-wage-squeeze-inactivity-inflation-us-stock-markets-business-live,"Rolling coverage of today’s economic and financial news",2022-04-12T15:51:13Z,Russia,None
2500,"How the floods turned Murwillumbah into a shell-shocked island struggling for ‘basic survival’",https://www.theguardian.com/australia-news/2022/mar/05/how-the-floods-turned-murwillumbah-into-a-shell-shocked-island-struggling-for-basic-survival,"It will take months for the full scale of this disaster to unfold to understand how many people have been displaced how many homes destroyed",2022-03-04T19:00:03Z,Russia,None
2501,"‘It’s awkward’: how tennis stars tread tricky tightrope with coaches | Tumaini Carayol",https://www.theguardian.com/sport/2022/mar/22/master-and-servant-emma-raducanu-roger-federer-how-tennis-stars-tread-a-tricky-tightrope-with-coaches,"From Roger Federer to Emma Raducanu players have long found the idea of paying someone to be your boss a tough task",2022-03-22T15:00:03Z,Russia,None
2502,"Energy efficiency guru Amory Lovins: ‘It’s the largest cheapest safest cleanest way to address the crisis’",https://www.theguardian.com/environment/2022/mar/26/amory-lovins-energy-efficiency-interview-cheapest-safest-cleanest-crisis,"One of the leading advocates of energy conservation explains why this could be a turning point for climate economics",2022-03-26T08:00:52Z,Russia,None
2503,"The King William’s College quiz 2021 – the answers",https://www.theguardian.com/games/2022/feb/27/the-king-williams-college-quiz-2021-the-answers,"Just after Christmas we published the Isle of Man school’s 117th fiendish general knowledge paper. Did you dare to try it? Here are the answers",2022-02-27T14:00:14Z,Russia,None
2504,"Flee: inside the film about a Kabul boy who finds happiness cats and a husband in Denmark",https://www.theguardian.com/film/2022/feb/01/flee-animation-documentary-refugee-amin-jonas-poher-rasmussen,"He escaped death fled across the Baltic and eventually found love and a new life. Jonas Poher Rasmussen describes how he turned Amin’s often harrowing story into an uplifting award-winning animation",2022-02-01T06:00:10Z,Russia,None
2505,"Digested week: Greater expectations for BBC drama but not Nigel Farage",https://www.theguardian.com/uk-news/2022/feb/25/digested-week-greater-expectations-for-bbc-drama-but-not-nigel-farage,"The GB News man had a hot take for us while adaptations of the same old Dickens leave me cold",2022-02-25T13:31:40Z,Russia,None
2506,"Stealth Hunter: Biden’s tangled business dealings are becoming hard to ignore",https://www.theguardian.com/us-news/2022/feb/27/hunter-biden-joe-biden-president-business-dealings,"Influence-peddling is Washington’s ‘spectator sport’ – but now there’s an interest in taking a closer look at the president’s son",2022-02-27T11:00:11Z,Russia,None
2507,"Peter Dutton casts Coalition as stronger than Labor on defence as election nears – so how different are they?",https://www.theguardian.com/australia-news/2022/mar/19/peter-dutton-casts-coalition-as-stronger-than-labor-on-defence-as-election-nears-so-how-different-are-they,"Looking closely at the national security stances of the two major parties reveals more similarities than the Coalition would have voters think",2022-03-18T19:00:07Z,Russia,None
2508,"Wednesday briefing: US senators unite to brand Putin with war crimes",https://www.theguardian.com/world/2022/mar/16/wednesday-briefing-putin,"Zelenskiy says Russians being ‘more realistic’ in talks to end war … hopes rise for release of Nazanin Zaghari-Ratcliffe … and Notre Dame dig finds sarcophagus",2022-03-16T06:39:25Z,Russia,None
